iter	MAE
242	0.1241549045
243	0.1238280517
244	0.1234814519
245	0.1231299235
246	0.1228167462
247	0.1225679718
248	0.1221550941
249	0.1216308527
250	0.1213922265
251	0.1209432058
252	0.1206531689
253	0.1204085936
254	0.120135683
255	0.1197884352
256	0.1194981824
257	0.1192416832
258	0.1187218596
259	0.1185251852
260	0.1179785152
261	0.1175434294
262	0.1172209322
263	0.1170376914
264	0.1168714032
265	0.116571153
266	0.1161167635
267	0.1158924403
268	0.1157222394
269	0.1154605035
270	0.1151746301
271	0.1148630729
272	0.1146637458
273	0.1142951442
274	0.1138980297
275	0.1136961132
276	0.1134710023
277	0.1131333694
278	0.1129031925
279	0.1125569931
280	0.1121778847
281	0.1118146799
282	0.1115980847
283	0.1111705313
284	0.1108813841
285	0.1106000709
286	0.1102710138
287	0.1101330906
288	0.1097311377
289	0.109561899
290	0.1093178491
291	0.1091648136
292	0.1090267338
293	0.1086792364
294	0.108487774
295	0.1081965958
296	0.1079169787
297	0.1075677499
298	0.1073200885
299	0.1070907662
300	0.1067226687
301	0.1063332082
302	0.1061408823
303	0.1059417665
304	0.1054686989
305	0.1052886077
306	0.1049919642
307	0.1046060161
308	0.104430329
309	0.1042757287
310	0.1040826123
311	0.1038315799
312	0.1035112806
313	0.1031642147
314	0.1029313898
315	0.1026050608
316	0.1022775498
317	0.1019134861
318	0.1017027857
319	0.1014582383
320	0.1012141174
321	0.1009414237
322	0.1008319968
323	0.100693989
324	0.1004879084
325	0.1001449363
326	0.09995122527
327	0.09986232066
328	0.09960459347
329	0.09927226642
330	0.0989885503
331	0.09867455972
332	0.0982057288
333	0.09780912698
334	0.09747105558
335	0.09716644413
336	0.09700529613
337	0.09669920953
338	0.09634052136
339	0.09611710387
340	0.09593806925
341	0.0958410283
342	0.09565480302
343	0.09546977486
344	0.09520453266
345	0.0948417367
346	0.09456322257
347	0.09447567144
348	0.09422300645
349	0.09396754015
350	0.09374292076
351	0.09354678638
352	0.09321156451
353	0.09289697609
354	0.09268278833
355	0.092572317
356	0.09248578452
357	0.09222775047
358	0.0918510384
359	0.09160989186
360	0.09126625034
361	0.09105295331
362	0.09084381112
363	0.09058493451
364	0.09035014287
365	0.0901445987
366	0.08991667339
367	0.08979293538
368	0.08956414327
369	0.08936511819
370	0.0892970202
371	0.08897082325
372	0.08872723792
373	0.08851468229
374	0.08824250173
375	0.0881259669
376	0.08785128274
377	0.08762988024
378	0.0873684468
379	0.08709006591
380	0.08692853819
381	0.08665889174
382	0.086510328
383	0.08631187282
384	0.08621059435
385	0.08598232217
386	0.08578832737
387	0.08554800928
388	0.08546736779
389	0.08528215292
390	0.08501389709
391	0.08480195513
392	0.08465759901
393	0.08441764361
394	0.08432398123
395	0.08405276025
396	0.08385232951
397	0.08366149077
398	0.08353086805
399	0.0833141589
400	0.08318761665
401	0.08305539112
402	0.08293498098
403	0.08286612529
404	0.08269812296
405	0.08255432803
406	0.08232144962
407	0.08211335882
408	0.08193723239
409	0.08172365301
410	0.08152492419
411	0.08142997495
412	0.08126876703
413	0.08109689522
414	0.08095984237
415	0.08080034412
416	0.08070477185
417	0.08057786402
418	0.08050927255
419	0.08038514183
420	0.08019565014
421	0.08002015394
422	0.07983583212
423	0.07956261243
424	0.07929554216
425	0.07922460783
426	0.07900661774
427	0.07884519097
428	0.07873315687
429	0.07854619168
430	0.07843636078
431	0.07830018261
432	0.07806344856
433	0.0778764206
434	0.0777293782
435	0.07756883815
436	0.07744500873
437	0.07724150749
438	0.07717176353
439	0.07705075842
440	0.07686072366
441	0.07665241781
442	0.07644951248
443	0.07633125282
444	0.07613324721
445	0.07585563191
446	0.0756483176
447	0.07552318262
448	0.07543767896
449	0.07520536461
450	0.07507544388
451	0.07488703437
452	0.07473136699
453	0.07456222824
454	0.07433353027
455	0.07424513448
456	0.07403790942
457	0.07396332648
458	0.07380016
459	0.07367469223
460	0.07341333502
461	0.0732403552
462	0.07308860148
463	0.07295862352
464	0.07277411441
465	0.07260293633
466	0.07254015938
467	0.07236279564
468	0.07213088463
469	0.07197602794
470	0.0718010874
471	0.07161557107
472	0.07150256428
473	0.07131896036
474	0.07110125637
475	0.07094317258
476	0.07079015671
477	0.07070539853
478	0.07053251053
479	0.07042606883
480	0.07027421752
481	0.07018357651
482	0.06998024019
483	0.06977644281
484	0.06960602197
485	0.06940967922
486	0.06916382084
487	0.06899896423
488	0.06895288447
489	0.06882030622
490	0.0686766469
491	0.06849569386
492	0.06833196479
493	0.06822224558
494	0.0681329392
495	0.06795899033
496	0.06782057139
497	0.06777046837
498	0.0675647282
499	0.06744748899
500	0.06733942084
501	0.06727167529
502	0.06709240562
503	0.06693850331
504	0.06682588543
505	0.06670208716
506	0.06658195287
507	0.06637848172
508	0.06631732433
509	0.06616090881
510	0.06608182562
511	0.06594667575
512	0.06578351306
513	0.06564606029
514	0.06551478789
515	0.06534815704
516	0.06515545977
517	0.0649839768
518	0.06481625737
519	0.06469425278
520	0.06452480397
521	0.06441332
522	0.06432503352
523	0.06426601894
524	0.06416546647
525	0.06401741382
526	0.06392397586
527	0.063784137
528	0.06368702826
529	0.06351649022
530	0.06346656384
531	0.06338089152
532	0.06332469726
533	0.06323784126
534	0.06313225695
535	0.06306825812
536	0.06297912025
537	0.06275581849
538	0.06262235142
539	0.06256341075
540	0.06245233783
541	0.06223189336
542	0.06210238909
543	0.06193523928
544	0.06185755638
545	0.06178517442
546	0.06168669984
547	0.06161608553
548	0.06145830571
549	0.06138145685
550	0.06122779553
551	0.06111482978
552	0.06102766361
553	0.06089731434
554	0.06073942361
555	0.06059784089
556	0.06056613267
557	0.0604882028
558	0.06043160468
559	0.0603522121
560	0.06025592439
561	0.06018526206
562	0.06015911121
563	0.06003493603
564	0.05998461734
565	0.05981541963
566	0.05971702939
567	0.05960482436
568	0.05949670549
569	0.05945644987
570	0.05935612577
571	0.05932390284
572	0.05921414427
573	0.05914172107
574	0.05898044222
575	0.05880299805
576	0.05869921409
577	0.05863202078
578	0.05851714799
579	0.05841600774
580	0.05827476553
581	0.05809646014
582	0.05804993123
583	0.05794635043
584	0.0578141324
585	0.05766828644
586	0.05754885331
587	0.05745646295
588	0.05736922896
589	0.0572179096
590	0.0570948789
591	0.05703254479
592	0.05693819053
593	0.05687158082
594	0.05670196892
595	0.05656378244
596	0.05651380328
597	0.05650622783
598	0.05645266793
599	0.0563290513
600	0.05621755839
601	0.05615498361
602	0.05611576054
603	0.05605420794
604	0.05599768655
605	0.05587307739
606	0.05577348715
607	0.05563052868
608	0.05554477256
609	0.05544548713
610	0.05535825183
611	0.05529163523
612	0.05521703859
613	0.05521141197
614	0.0550891173
615	0.05503372082
616	0.05499987051
617	0.05493868394
618	0.05484864328
619	0.05464634915
620	0.05455207339
621	0.05451577495
622	0.05441676786
623	0.05431165856
624	0.05430490262
625	0.05417810547
626	0.05403627561
627	0.05396437896
628	0.05391109676
629	0.0538738286
630	0.05378352652
631	0.05370913907
632	0.05365755407
633	0.05355899844
634	0.05346539872
635	0.05343605247
636	0.05335023838
637	0.0532335837
638	0.0531038751
639	0.05299525982
640	0.05292299191
641	0.05285673334
642	0.05275494929
643	0.05265609147
644	0.05254698726
645	0.05246887903
646	0.0524295401
647	0.05228362289
648	0.05215677408
649	0.0520379337
650	0.05195411648
651	0.05182414871
652	0.05177215656
653	0.05167665269
654	0.05162202048
655	0.05150807081
656	0.05139047948
657	0.05127777104
658	0.05115734128
659	0.05108979043
660	0.05099920793
661	0.05091323474
662	0.05087642895
663	0.05083619879
664	0.05075006541
665	0.05072705409
666	0.05062012542
667	0.05048354642
668	0.05037464089
669	0.05032436401
670	0.05019503932
671	0.05016576871
672	0.05006447191
673	0.04998026282
674	0.04992462008
675	0.04985819219
676	0.04983265487
677	0.04974821535
678	0.04963839896
679	0.0495713686
680	0.04946335318
681	0.04942661007
682	0.04934577672
683	0.04929185944
684	0.04925589702
685	0.04917397087
686	0.04909849022
687	0.04901114053
688	0.04891242449
689	0.04883443922
690	0.0487449395
691	0.04868193293
692	0.04865821255
693	0.04855050731
694	0.04848399562
695	0.04846652584
696	0.04836326968
697	0.04829190279
698	0.04816021464
699	0.04806535061
700	0.04804412744
701	0.04794116571
702	0.04782358834
703	0.04775574939
704	0.04766870961
705	0.04763083175
706	0.04756593741
707	0.04748008589
708	0.04737742183
709	0.04734004948
710	0.04724176145
711	0.0471566921
712	0.04708968907
713	0.04694080704
714	0.04688586915
715	0.0468597583
716	0.04676756102
717	0.04674079035
718	0.04666876208
719	0.04658319349
720	0.04648028854
721	0.04637727442
722	0.04627716366
723	0.04614375521
724	0.04607561566
725	0.04596636077
726	0.04591091671
727	0.0457961774
728	0.0457210904
729	0.04569670038
730	0.04566504502
731	0.04556359436
732	0.04545943507
733	0.04537913262
734	0.04532925881
735	0.04523021909
736	0.04514249255
737	0.04505104224
738	0.04498035722
739	0.04490208589
740	0.0448482547
741	0.04478272191
742	0.04472559966
743	0.04466538967
744	0.04458815487
745	0.04447180571
746	0.04439014525
747	0.0442739892
748	0.0442398702
749	0.04421823282
750	0.04411927864
751	0.04405841294
752	0.04396330351
753	0.04390132762
754	0.04385102594
755	0.04376507196
756	0.04365819439
757	0.04363623248
758	0.04353484606
759	0.04341447736
760	0.04336990495
761	0.0432858591
762	0.04320444784
763	0.04314105151
764	0.04306919633
765	0.0430501646
766	0.04303481992
767	0.04300941531
768	0.04294731806
769	0.04291571151
770	0.04289509438
771	0.04281171046
772	0.04272415836
773	0.04262728155
774	0.04260471127
775	0.0425639843
776	0.04251305599
777	0.04248433006
778	0.04243028339
779	0.04237114734
780	0.04235600225
781	0.04233131838
782	0.04223884967
783	0.04219863478
784	0.04214911643
785	0.04208516878
786	0.04201047667
787	0.04193659021
788	0.0418380311
789	0.04178962883
790	0.04175635627
791	0.04172558137
792	0.04170769355
793	0.04166821395
794	0.04164128102
795	0.04158912927
796	0.04152128698
797	0.04146706959
798	0.0414076009
799	0.04136793653
800	0.04122160412
801	0.04110527359
802	0.0410834115
803	0.04102437605
804	0.0409798376
805	0.04089686638
806	0.04084817944
807	0.04076492433
808	0.04071621809
809	0.04062667712
810	0.04054516571
811	0.0404789173
812	0.04042853477
813	0.04037063704
814	0.04031180765
815	0.04023438795
816	0.04016157438
817	0.04006611705
818	0.04001487761
819	0.03991291852
820	0.03989323813
821	0.03982864964
822	0.03981527979
823	0.03975110271
824	0.03967705056
825	0.0396222591
826	0.03957545407
827	0.03953222457
828	0.03951409292
829	0.0394637118
830	0.03940347714
831	0.03932150819
832	0.03928997747
833	0.03927354829
834	0.03921344229
835	0.03914041527
836	0.03910358381
837	0.03906705567
838	0.03901859408
839	0.03896880759
840	0.03891801643
841	0.03881002185
842	0.03874883172
843	0.03868677322
844	0.03861675696
845	0.03856985418
846	0.03855520963
847	0.03854875101
848	0.03853328822
849	0.03844791659
850	0.03840637811
851	0.03835436271
852	0.03829208213
853	0.03823707441
854	0.0381662661
855	0.03806432919
856	0.03804423359
857	0.03799769932
858	0.03796678167
859	0.03793469544
860	0.03789519014
861	0.03786698478
862	0.0377821348
863	0.03774083722
864	0.03770737456
865	0.03767237842
866	0.03763422027
867	0.03758251193
868	0.0375475818
869	0.03748893235
870	0.03740579038
871	0.03730071894
872	0.03721819625
873	0.03718763738
874	0.03716668829
875	0.03711684816
876	0.03706147005
877	0.03699955292
878	0.03697053745
879	0.03691566857
880	0.03679366286
881	0.0367362306
882	0.03670541977
883	0.03668244805
884	0.03660688779
885	0.03653427285
886	0.03648509321
887	0.03645693208
888	0.03643391555
889	0.03640552595
890	0.03634089856
891	0.03629367575
892	0.03621391962
893	0.03610460324
894	0.03606138471
895	0.03595981596
896	0.03589319344
897	0.03583287606
898	0.03573697591
899	0.03566916261
900	0.03561239893
901	0.03556724045
902	0.03551899204
903	0.03546011565
904	0.03542502917
905	0.03536687962
906	0.03531169327
907	0.03523322857
908	0.0351836995
909	0.03509339418
910	0.0350368123
911	0.03497609112
912	0.03495911251
913	0.03492786128
914	0.03488514212
915	0.03484525618
916	0.03482082296
917	0.03478381516
918	0.03471975638
919	0.03467578134
920	0.03461759233
921	0.03454607862
922	0.03450854172
923	0.0344457021
924	0.03443454942
925	0.03438974243
926	0.03430643439
927	0.03420940994
928	0.03416656828
929	0.03412208095
930	0.0340968863
931	0.03402658855
932	0.03397928915
933	0.03395453121
934	0.03389544627
935	0.03381858406
936	0.03372319908
937	0.03367534825
938	0.03360954625
939	0.03354941288
940	0.03349015718
941	0.03345290178
942	0.03339541288
943	0.03332816467
944	0.03329547177
945	0.03319604414
946	0.03311112944
947	0.03304566889
948	0.03300345036
949	0.03295242074
950	0.03291005563
951	0.03287203507
952	0.03282547998
953	0.03274741811
954	0.03268032027
955	0.03259603452
956	0.03254703351
957	0.03249129792
958	0.03244102875
959	0.03236560028
960	0.03233411601
961	0.03229967257
962	0.03226300822
963	0.03223262412
964	0.03217921566
965	0.03208808506
966	0.03204713509
967	0.03197925284
968	0.03192821203
969	0.0318386596
970	0.03180171229
971	0.0317304904
972	0.0316826124
973	0.03163663557
974	0.03158360211
975	0.03153816442
976	0.03145809003
977	0.0313536775
978	0.03132095718
979	0.03123004883
980	0.03114758811
981	0.03109358727
982	0.03102508374
983	0.03096480487
984	0.03091049766
985	0.0308746808
986	0.03082471272
987	0.03074748726
988	0.0307079203
989	0.03064491861
990	0.03058981979
991	0.03054679608
992	0.03049405809
993	0.03044116635
994	0.03042109925
995	0.03039917091
996	0.03031069407
997	0.03025873405
998	0.03020563053
999	0.03013160878
1000	0.03007198902
1001	0.03001830379
1002	0.02996146815
1003	0.02991428957
1004	0.02983251376
1005	0.02977183625
1006	0.02974739795
1007	0.0296969859
1008	0.02962371981
1009	0.0295567424
1010	0.02947497565
1011	0.02943907726
1012	0.02942037121
1013	0.02937901242
1014	0.02930921104
1015	0.02925732338
1016	0.02921067192
1017	0.02912253415
1018	0.02906620157
1019	0.0290248201
1020	0.0289571
1021	0.02892875024
1022	0.02887818055
1023	0.02885479634
1024	0.02881569098
1025	0.02874427806
1026	0.02870044474
1027	0.02864356052
1028	0.02859096312
1029	0.02853409208
1030	0.02849184099
1031	0.02846158625
1032	0.02842682625
1033	0.02838456581
1034	0.02835339113
1035	0.0283154717
1036	0.02828991581
1037	0.02824782979
1038	0.02822362315
1039	0.02816985538
1040	0.02813774154
1041	0.02808362833
1042	0.02804745733
1043	0.02801185441
1044	0.02797433826
1045	0.02791212256
1046	0.02783951285
1047	0.02780380156
1048	0.02777273596
1049	0.02773350464
1050	0.02767617746
1051	0.02765212215
1052	0.02762414351
1053	0.02755707994
1054	0.02753938442
1055	0.02750998024
1056	0.02746953679
1057	0.02744539369
1058	0.02739886619
1059	0.02737248722
1060	0.02732222229
1061	0.02726178646
1062	0.02720079417
1063	0.02715447729
1064	0.02710751816
1065	0.02703924615
1066	0.02699848677
1067	0.02697157412
1068	0.02694647729
1069	0.02691604767
1070	0.02687400598
1071	0.02684720766
1072	0.02680048764
1073	0.02675284699
1074	0.02671645893
1075	0.02667402734
1076	0.02662571409
1077	0.02657042106
1078	0.02653794985
1079	0.02647897387
1080	0.02645290538
1081	0.02642604779
1082	0.02637508585
1083	0.02633190505
1084	0.02629119768
1085	0.02623409381
1086	0.02620227017
1087	0.02613888944
1088	0.02612466807
1089	0.02607773212
1090	0.02603795193
1091	0.02598936626
1092	0.02593027652
1093	0.02588855774
1094	0.02584119824
1095	0.02577125078
1096	0.02572404785
1097	0.02568329892
1098	0.02564163827
1099	0.025612108
1100	0.0255751046
1101	0.02552037023
1102	0.02547451662
1103	0.025422847
1104	0.02539072464
1105	0.02536574096
1106	0.02530297597
1107	0.02527138172
1108	0.02522050445
1109	0.02517410567
1110	0.02513579828
1111	0.02510466996
1112	0.02506278133
1113	0.02501982775
1114	0.024989922
1115	0.02495219391
1116	0.02492834873
1117	0.02489090091
1118	0.02484978542
1119	0.0248006618
1120	0.024761965
1121	0.02472389365
1122	0.02469432371
1123	0.02466521315
1124	0.02462892282
1125	0.02457025856
1126	0.02455037209
1127	0.02452143645
1128	0.02448011521
1129	0.02442528178
1130	0.02439208322
1131	0.02435490629
1132	0.02431180452
1133	0.02428008055
1134	0.02423080367
1135	0.02418543642
1136	0.02415600016
1137	0.02412678646
1138	0.02408343079
1139	0.02405432593
1140	0.02401995101
1141	0.02398673342
1142	0.02393228587
1143	0.02387980549
1144	0.02384159395
1145	0.02380042969
1146	0.0237490379
1147	0.02372201348
1148	0.02366844683
1149	0.02361989251
1150	0.02358288266
1151	0.02355647756
1152	0.02353097383
1153	0.02349747503
1154	0.02345338065
1155	0.02341884935
1156	0.02338996676
1157	0.02335074269
1158	0.02331120981
1159	0.02328664262
1160	0.02324105707
1161	0.02320197032
1162	0.02316353105
1163	0.02314063861
1164	0.023115955
1165	0.0230878542
1166	0.02304843107
1167	0.02301229944
1168	0.02299770324
1169	0.02295161552
1170	0.02290343455
1171	0.02286515662
1172	0.02281900533
1173	0.02279284731
1174	0.02277830071
1175	0.02274171887
1176	0.02269301041
1177	0.02264877614
1178	0.02262822203
1179	0.02258692746
1180	0.02254822886
1181	0.02251600447
1182	0.02248923045
1183	0.02243605852
1184	0.02240591884
1185	0.02238607587
1186	0.02234958018
1187	0.0223207047
1188	0.02229415478
1189	0.02225308745
1190	0.0222202537
1191	0.02219141956
1192	0.02214391554
1193	0.02211372889
1194	0.02209064738
1195	0.02207231391
1196	0.02204689786
1197	0.02202763131
1198	0.02198935389
1199	0.02196579386
